"choice","access","cattle","cons150","cons75","cult","smlstk","wage","indiv_id","choice_id"
1,0,0,0,1,5,0,-10000,11,6
1,0,40,1,0,0,80,10000,11,5
1,-1,-40,0,0,5,0,0,11,3
0,-1,100,0,0,0,0,-4000,11,2
0,0,-60,-1,1,5,0,0,11,1
1,-1,-100,0,-1,0,200,0,11,8
0,-1,0,1,-1,0,0,-10000,11,7
0,0,60,0,-1,-5,80,4000,12,9
1,1,-60,0,-1,0,0,6000,12,10
1,1,0,1,-1,5,0,-6000,12,11
0,1,100,0,1,0,-200,0,12,16
1,0,60,1,0,0,120,0,12,12
0,0,-60,-1,1,-5,0,4000,12,14
0,0,-40,-1,1,-5,0,-4000,12,13
1,1,0,-1,0,0,-200,0,12,15
0,0,0,0,0,-5,-80,10000,13,4
1,-1,-40,0,0,5,0,0,13,3
1,0,0,0,1,5,0,-10000,13,6
0,0,-60,-1,1,5,0,0,13,1
1,-1,-100,0,-1,0,200,0,13,8
0,-1,0,1,-1,0,0,-10000,13,7
1,0,40,1,0,0,80,10000,13,5
0,-1,100,0,0,0,0,-4000,13,2
1,0,60,0,-1,-5,80,4000,14,9
0,1,-60,0,-1,0,0,6000,14,10
0,1,0,1,-1,5,0,-6000,14,11
0,0,-60,-1,1,-5,0,4000,14,14
0,1,100,0,1,0,-200,0,14,16
1,0,60,1,0,0,120,0,14,12
1,1,0,-1,0,0,-200,0,14,15
0,0,-40,-1,1,-5,0,-4000,14,13
0,0,-60,-1,1,5,0,0,15,1
1,0,0,0,0,-5,-80,10000,15,4
1,-1,0,1,-1,0,0,-10000,15,7
0,-1,-40,0,0,5,0,0,15,3
1,0,0,0,1,5,0,-10000,15,6
0,0,40,1,0,0,80,10000,15,5
0,-1,-100,0,-1,0,200,0,15,8
0,-1,100,0,0,0,0,-4000,15,2
0,1,0,1,-1,5,0,-6000,16,11
1,0,60,0,-1,-5,80,4000,16,9
1,0,60,1,0,0,120,0,16,12
0,1,0,-1,0,0,-200,0,16,15
0,1,-60,0,-1,0,0,6000,16,10
1,1,100,0,1,0,-200,0,16,16
0,0,-40,-1,1,-5,0,-4000,16,13
1,0,-60,-1,1,-5,0,4000,16,14
0,-1,-40,0,0,5,0,0,17,3
1,0,40,1,0,0,80,10000,17,5
0,0,-60,-1,1,5,0,0,17,1
0,0,0,0,1,5,0,-10000,17,6
1,0,0,0,0,-5,-80,10000,17,4
1,-1,0,1,-1,0,0,-10000,17,7
1,-1,100,0,0,0,0,-4000,17,2
0,-1,-100,0,-1,0,200,0,17,8
1,0,-40,-1,1,-5,0,-4000,18,13
1,1,0,1,-1,5,0,-6000,18,11
0,1,100,0,1,0,-200,0,18,16
0,0,60,1,0,0,120,0,18,12
0,1,-60,0,-1,0,0,6000,18,10
1,0,-60,-1,1,-5,0,4000,18,14
0,1,0,-1,0,0,-200,0,18,15
0,0,60,0,-1,-5,80,4000,18,9
1,0,60,1,0,0,120,0,19,12
0,1,-60,0,-1,0,0,6000,19,10
0,1,0,-1,0,0,-200,0,19,15
1,1,0,1,-1,5,0,-6000,19,11
0,1,100,0,1,0,-200,0,19,16
0,0,-40,-1,1,-5,0,-4000,19,13
1,0,60,0,-1,-5,80,4000,19,9
0,0,-60,-1,1,-5,0,4000,19,14
0,-1,0,1,-1,0,0,-10000,20,7
1,-1,100,0,0,0,0,-4000,20,2
0,0,0,0,0,-5,-80,10000,20,4
1,0,-60,-1,1,5,0,0,20,1
0,-1,-40,0,0,5,0,0,20,3
0,-1,-100,0,-1,0,200,0,20,8
1,0,40,1,0,0,80,10000,20,5
1,0,0,0,1,5,0,-10000,20,6
0,1,-60,0,-1,0,0,6000,21,10
1,1,0,1,-1,5,0,-6000,21,11
1,0,60,1,0,0,120,0,21,12
0,0,-40,-1,1,-5,0,-4000,21,13
1,0,60,0,-1,-5,80,4000,21,9
1,1,100,0,1,0,-200,0,21,16
0,1,0,-1,0,0,-200,0,21,15
0,0,-60,-1,1,-5,0,4000,21,14
1,0,60,1,0,0,120,0,22,12
0,1,-60,0,-1,0,0,6000,22,10
0,1,0,1,-1,5,0,-6000,22,11
0,0,-40,-1,1,-5,0,-4000,22,13
0,0,60,0,-1,-5,80,4000,22,9
1,1,100,0,1,0,-200,0,22,16
1,1,0,-1,0,0,-200,0,22,15
1,0,-60,-1,1,-5,0,4000,22,14
0,0,0,0,0,-5,-80,10000,23,4
1,-1,100,0,0,0,0,-4000,23,2
0,-1,0,1,-1,0,0,-10000,23,7
1,0,0,0,1,5,0,-10000,23,6
1,-1,-100,0,-1,0,200,0,23,8
1,0,40,1,0,0,80,10000,23,5
1,0,-60,-1,1,5,0,0,23,1
0,-1,-40,0,0,5,0,0,23,3
0,0,60,1,0,0,120,0,24,12
1,1,100,0,1,0,-200,0,24,16
1,0,60,0,-1,-5,80,4000,24,9
1,0,-60,-1,1,-5,0,4000,24,14
1,1,-60,0,-1,0,0,6000,24,10
1,0,-40,-1,1,-5,0,-4000,24,13
1,1,0,-1,0,0,-200,0,24,15
1,1,0,1,-1,5,0,-6000,24,11
0,-1,-100,0,-1,0,200,0,25,8
0,-1,-40,0,0,5,0,0,25,3
1,-1,100,0,0,0,0,-4000,25,2
1,0,40,1,0,0,80,10000,25,5
1,0,0,0,1,5,0,-10000,25,6
0,-1,0,1,-1,0,0,-10000,25,7
0,0,0,0,0,-5,-80,10000,25,4
1,0,-60,-1,1,5,0,0,25,1
1,0,0,0,1,5,0,-10000,26,6
1,0,-60,-1,1,5,0,0,26,1
0,-1,-40,0,0,5,0,0,26,3
0,-1,100,0,0,0,0,-4000,26,2
0,0,0,0,0,-5,-80,10000,26,4
1,0,40,1,0,0,80,10000,26,5
0,-1,-100,0,-1,0,200,0,26,8
0,-1,0,1,-1,0,0,-10000,26,7
1,0,60,1,0,0,120,0,27,12
1,1,100,0,1,0,-200,0,27,16
0,0,-40,-1,1,-5,0,-4000,27,13
0,1,0,-1,0,0,-200,0,27,15
0,0,-60,-1,1,-5,0,4000,27,14
0,0,60,0,-1,-5,80,4000,27,9
0,1,0,1,-1,5,0,-6000,27,11
1,1,-60,0,-1,0,0,6000,27,10
0,0,0,0,0,-5,-80,10000,28,4
1,-1,100,0,0,0,0,-4000,28,2
0,-1,-100,0,-1,0,200,0,28,8
0,-1,-40,0,0,5,0,0,28,3
1,0,0,0,1,5,0,-10000,28,6
0,-1,0,1,-1,0,0,-10000,28,7
1,0,40,1,0,0,80,10000,28,5
0,0,-60,-1,1,5,0,0,28,1
1,1,100,0,1,0,-200,0,29,16
0,1,0,-1,0,0,-200,0,29,15
0,1,-60,0,-1,0,0,6000,29,10
0,1,0,1,-1,5,0,-6000,29,11
0,0,60,0,-1,-5,80,4000,29,9
1,0,-60,-1,1,-5,0,4000,29,14
0,0,-40,-1,1,-5,0,-4000,29,13
1,0,60,1,0,0,120,0,29,12
0,-1,100,0,0,0,0,-4000,30,2
0,0,0,0,0,-5,-80,10000,30,4
1,-1,-100,0,-1,0,200,0,30,8
0,-1,0,1,-1,0,0,-10000,30,7
1,-1,-40,0,0,5,0,0,30,3
0,0,-60,-1,1,5,0,0,30,1
1,0,0,0,1,5,0,-10000,30,6
1,0,40,1,0,0,80,10000,30,5
0,1,-60,0,-1,0,0,6000,31,10
1,1,0,1,-1,5,0,-6000,31,11
1,1,0,-1,0,0,-200,0,31,15
0,0,-60,-1,1,-5,0,4000,31,14
0,1,100,0,1,0,-200,0,31,16
0,0,60,0,-1,-5,80,4000,31,9
1,0,60,1,0,0,120,0,31,12
1,0,-40,-1,1,-5,0,-4000,31,13
0,0,-60,-1,1,5,0,0,32,1
0,-1,0,1,-1,0,0,-10000,32,7
0,-1,100,0,0,0,0,-4000,32,2
1,0,0,0,1,5,0,-10000,32,6
1,-1,-40,0,0,5,0,0,32,3
1,-1,-100,0,-1,0,200,0,32,8
0,0,40,1,0,0,80,10000,32,5
1,0,0,0,0,-5,-80,10000,32,4
0,-1,100,0,0,0,0,-4000,33,2
0,-1,-40,0,0,5,0,0,33,3
1,0,0,0,1,5,0,-10000,33,6
0,-1,-100,0,-1,0,200,0,33,8
0,0,40,1,0,0,80,10000,33,5
0,-1,0,1,-1,0,0,-10000,33,7
0,0,-60,-1,1,5,0,0,33,1
1,0,0,0,0,-5,-80,10000,33,4
1,-1,-40,0,0,5,0,0,34,3
1,-1,-100,0,-1,0,200,0,34,8
1,0,0,0,0,-5,-80,10000,34,4
0,-1,0,1,-1,0,0,-10000,34,7
1,0,0,0,1,5,0,-10000,34,6
0,0,-60,-1,1,5,0,0,34,1
0,0,40,1,0,0,80,10000,34,5
0,-1,100,0,0,0,0,-4000,34,2
0,0,-60,-1,1,-5,0,4000,35,14
0,0,60,1,0,0,120,0,35,12
0,1,100,0,1,0,-200,0,35,16
0,1,0,1,-1,5,0,-6000,35,11
1,0,-40,-1,1,-5,0,-4000,35,13
1,1,0,-1,0,0,-200,0,35,15
1,1,-60,0,-1,0,0,6000,35,10
0,0,60,0,-1,-5,80,4000,35,9
0,-1,-40,0,0,5,0,0,36,3
1,0,0,0,0,-5,-80,10000,36,4
1,-1,-100,0,-1,0,200,0,36,8
0,0,-60,-1,1,5,0,0,36,1
0,0,40,1,0,0,80,10000,36,5
1,-1,0,1,-1,0,0,-10000,36,7
0,-1,100,0,0,0,0,-4000,36,2
0,0,0,0,1,5,0,-10000,36,6
1,0,-60,-1,1,-5,0,4000,37,14
0,0,-40,-1,1,-5,0,-4000,37,13
0,1,100,0,1,0,-200,0,37,16
1,1,0,1,-1,5,0,-6000,37,11
0,1,-60,0,-1,0,0,6000,37,10
0,0,60,0,-1,-5,80,4000,37,9
0,1,0,-1,0,0,-200,0,37,15
0,0,60,1,0,0,120,0,37,12
0,-1,-100,0,-1,0,200,0,38,8
0,-1,100,0,0,0,0,-4000,38,2
1,-1,0,1,-1,0,0,-10000,38,7
1,0,0,0,0,-5,-80,10000,38,4
0,0,0,0,1,5,0,-10000,38,6
0,-1,-40,0,0,5,0,0,38,3
0,0,-60,-1,1,5,0,0,38,1
1,0,40,1,0,0,80,10000,38,5
1,-1,100,0,0,0,0,-4000,39,2
1,0,0,0,0,-5,-80,10000,39,4
0,-1,-40,0,0,5,0,0,39,3
0,-1,-100,0,-1,0,200,0,39,8
0,-1,0,1,-1,0,0,-10000,39,7
1,0,0,0,1,5,0,-10000,39,6
1,0,40,1,0,0,80,10000,39,5
1,0,-60,-1,1,5,0,0,39,1
1,1,100,0,1,0,-200,0,40,16
0,1,0,-1,0,0,-200,0,40,15
0,0,-60,-1,1,-5,0,4000,40,14
0,0,-40,-1,1,-5,0,-4000,40,13
1,1,0,1,-1,5,0,-6000,40,11
1,0,60,1,0,0,120,0,40,12
1,1,-60,0,-1,0,0,6000,40,10
0,0,60,0,-1,-5,80,4000,40,9
1,-1,100,0,0,0,0,-4000,41,2
0,-1,-40,0,0,5,0,0,41,3
0,-1,-100,0,-1,0,200,0,41,8
0,0,0,0,1,5,0,-10000,41,6
0,-1,0,1,-1,0,0,-10000,41,7
0,0,0,0,0,-5,-80,10000,41,4
1,0,40,1,0,0,80,10000,41,5
0,0,-60,-1,1,5,0,0,41,1
0,0,-60,-1,1,-5,0,4000,42,14
1,1,0,1,-1,5,0,-6000,42,11
1,0,-40,-1,1,-5,0,-4000,42,13
1,1,100,0,1,0,-200,0,42,16
0,0,60,0,-1,-5,80,4000,42,9
1,1,-60,0,-1,0,0,6000,42,10
1,0,60,1,0,0,120,0,42,12
1,1,0,-1,0,0,-200,0,42,15
1,0,0,0,1,5,0,-10000,43,6
1,-1,100,0,0,0,0,-4000,43,2
1,0,-60,-1,1,5,0,0,43,1
0,0,0,0,0,-5,-80,10000,43,4
1,0,40,1,0,0,80,10000,43,5
0,-1,-100,0,-1,0,200,0,43,8
0,-1,0,1,-1,0,0,-10000,43,7
0,-1,-40,0,0,5,0,0,43,3
1,1,0,1,-1,5,0,-6000,44,11
1,0,60,0,-1,-5,80,4000,44,9
1,1,100,0,1,0,-200,0,44,16
1,1,-60,0,-1,0,0,6000,44,10
0,0,-60,-1,1,-5,0,4000,44,14
0,0,60,1,0,0,120,0,44,12
1,1,0,-1,0,0,-200,0,44,15
1,0,-40,-1,1,-5,0,-4000,44,13
1,0,40,1,0,0,80,10000,45,5
1,0,-60,-1,1,5,0,0,45,1
0,-1,0,1,-1,0,0,-10000,45,7
0,-1,100,0,0,0,0,-4000,45,2
0,-1,-100,0,-1,0,200,0,45,8
1,0,0,0,1,5,0,-10000,45,6
0,0,0,0,0,-5,-80,10000,45,4
0,-1,-40,0,0,5,0,0,45,3
0,-1,-100,0,-1,0,200,0,46,8
0,0,0,0,0,-5,-80,10000,46,4
0,0,-60,-1,1,5,0,0,46,1
0,-1,0,1,-1,0,0,-10000,46,7
1,-1,100,0,0,0,0,-4000,46,2
1,0,0,0,1,5,0,-10000,46,6
0,-1,-40,0,0,5,0,0,46,3
1,0,40,1,0,0,80,10000,46,5
1,1,0,1,-1,5,0,-6000,47,11
0,0,60,0,-1,-5,80,4000,47,9
1,1,-60,0,-1,0,0,6000,47,10
0,1,0,-1,0,0,-200,0,47,15
0,0,-60,-1,1,-5,0,4000,47,14
1,1,100,0,1,0,-200,0,47,16
1,0,60,1,0,0,120,0,47,12
0,0,-40,-1,1,-5,0,-4000,47,13
1,0,60,1,0,0,120,0,48,12
0,0,60,0,-1,-5,80,4000,48,9
1,1,0,1,-1,5,0,-6000,48,11
1,0,-40,-1,1,-5,0,-4000,48,13
1,1,0,-1,0,0,-200,0,48,15
1,1,100,0,1,0,-200,0,48,16
1,1,-60,0,-1,0,0,6000,48,10
1,0,-60,-1,1,-5,0,4000,48,14
1,0,0,0,0,-5,-80,10000,49,4
1,0,40,1,0,0,80,10000,49,5
1,0,-60,-1,1,5,0,0,49,1
0,-1,-100,0,-1,0,200,0,49,8
0,-1,-40,0,0,5,0,0,49,3
1,-1,100,0,0,0,0,-4000,49,2
0,-1,0,1,-1,0,0,-10000,49,7
1,0,0,0,1,5,0,-10000,49,6
0,1,0,-1,0,0,-200,0,50,15
0,1,0,1,-1,5,0,-6000,50,11
1,0,60,1,0,0,120,0,50,12
0,0,60,0,-1,-5,80,4000,50,9
0,1,-60,0,-1,0,0,6000,50,10
0,0,-60,-1,1,-5,0,4000,50,14
0,0,-40,-1,1,-5,0,-4000,50,13
1,1,100,0,1,0,-200,0,50,16
0,0,0,0,0,-5,-80,10000,51,4
0,0,-60,-1,1,5,0,0,51,1
0,-1,-100,0,-1,0,200,0,51,8
1,-1,100,0,0,0,0,-4000,51,2
1,0,40,1,0,0,80,10000,51,5
1,0,0,0,1,5,0,-10000,51,6
1,-1,-40,0,0,5,0,0,51,3
0,-1,0,1,-1,0,0,-10000,51,7
1,0,60,0,-1,-5,80,4000,52,9
0,0,-40,-1,1,-5,0,-4000,52,13
0,1,0,1,-1,5,0,-6000,52,11
1,1,-60,0,-1,0,0,6000,52,10
1,1,0,-1,0,0,-200,0,52,15
0,0,60,1,0,0,120,0,52,12
1,1,100,0,1,0,-200,0,52,16
1,0,-60,-1,1,-5,0,4000,52,14
1,0,-60,-1,1,5,0,0,53,1
1,0,0,0,0,-5,-80,10000,53,4
1,-1,100,0,0,0,0,-4000,53,2
0,-1,-100,0,-1,0,200,0,53,8
1,0,0,0,1,5,0,-10000,53,6
1,0,40,1,0,0,80,10000,53,5
0,-1,-40,0,0,5,0,0,53,3
0,-1,0,1,-1,0,0,-10000,53,7
0,0,-40,-1,1,-5,0,-4000,54,13
0,0,60,0,-1,-5,80,4000,54,9
0,1,0,-1,0,0,-200,0,54,15
1,0,60,1,0,0,120,0,54,12
1,1,100,0,1,0,-200,0,54,16
0,1,-60,0,-1,0,0,6000,54,10
1,0,-60,-1,1,-5,0,4000,54,14
1,1,0,1,-1,5,0,-6000,54,11
0,0,-40,-1,1,-5,0,-4000,55,13
0,1,0,-1,0,0,-200,0,55,15
1,0,60,1,0,0,120,0,55,12
1,1,100,0,1,0,-200,0,55,16
0,1,-60,0,-1,0,0,6000,55,10
0,0,-60,-1,1,-5,0,4000,55,14
0,0,60,0,-1,-5,80,4000,55,9
1,1,0,1,-1,5,0,-6000,55,11
1,0,-60,-1,1,5,0,0,56,1
0,-1,100,0,0,0,0,-4000,56,2
0,-1,-40,0,0,5,0,0,56,3
1,0,0,0,1,5,0,-10000,56,6
1,0,0,0,0,-5,-80,10000,56,4
0,-1,0,1,-1,0,0,-10000,56,7
0,0,40,1,0,0,80,10000,56,5
0,-1,-100,0,-1,0,200,0,56,8
1,1,-60,0,-1,0,0,6000,57,10
1,0,60,1,0,0,120,0,57,12
1,0,-60,-1,1,-5,0,4000,57,14
0,1,0,-1,0,0,-200,0,57,15
0,0,-40,-1,1,-5,0,-4000,57,13
1,0,60,0,-1,-5,80,4000,57,9
0,1,0,1,-1,5,0,-6000,57,11
1,1,100,0,1,0,-200,0,57,16
1,0,40,1,0,0,80,10000,58,5
0,-1,-40,0,0,5,0,0,58,3
0,-1,0,1,-1,0,0,-10000,58,7
1,0,-60,-1,1,5,0,0,58,1
1,-1,100,0,0,0,0,-4000,58,2
1,0,0,0,1,5,0,-10000,58,6
0,-1,-100,0,-1,0,200,0,58,8
0,0,0,0,0,-5,-80,10000,58,4
1,1,100,0,1,0,-200,0,59,16
1,0,-60,-1,1,-5,0,4000,59,14
0,1,0,-1,0,0,-200,0,59,15
1,0,60,1,0,0,120,0,59,12
1,0,-40,-1,1,-5,0,-4000,59,13
0,1,-60,0,-1,0,0,6000,59,10
0,0,60,0,-1,-5,80,4000,59,9
0,1,0,1,-1,5,0,-6000,59,11
0,-1,0,1,-1,0,0,-10000,60,7
1,0,0,0,0,-5,-80,10000,60,4
1,0,0,0,1,5,0,-10000,60,6
0,-1,-100,0,-1,0,200,0,60,8
1,0,40,1,0,0,80,10000,60,5
1,-1,100,0,0,0,0,-4000,60,2
0,-1,-40,0,0,5,0,0,60,3
1,0,-60,-1,1,5,0,0,60,1
1,0,-40,-1,1,-5,0,-4000,61,13
1,1,100,0,1,0,-200,0,61,16
0,1,0,-1,0,0,-200,0,61,15
0,1,-60,0,-1,0,0,6000,61,10
1,0,-60,-1,1,-5,0,4000,61,14
1,0,60,1,0,0,120,0,61,12
0,0,60,0,-1,-5,80,4000,61,9
0,1,0,1,-1,5,0,-6000,61,11
1,0,40,1,0,0,80,10000,62,5
0,0,-60,-1,1,5,0,0,62,1
0,0,0,0,0,-5,-80,10000,62,4
1,-1,100,0,0,0,0,-4000,62,2
1,-1,-40,0,0,5,0,0,62,3
0,-1,0,1,-1,0,0,-10000,62,7
0,-1,-100,0,-1,0,200,0,62,8
1,0,0,0,1,5,0,-10000,62,6
1,0,-60,-1,1,-5,0,4000,63,14
0,1,0,-1,0,0,-200,0,63,15
1,0,60,1,0,0,120,0,63,12
1,1,100,0,1,0,-200,0,63,16
1,1,-60,0,-1,0,0,6000,63,10
1,0,-40,-1,1,-5,0,-4000,63,13
0,1,0,1,-1,5,0,-6000,63,11
1,0,60,0,-1,-5,80,4000,63,9
0,-1,-40,0,0,5,0,0,64,3
0,0,0,0,0,-5,-80,10000,64,4
0,-1,-100,0,-1,0,200,0,64,8
1,0,40,1,0,0,80,10000,64,5
0,-1,0,1,-1,0,0,-10000,64,7
1,0,0,0,1,5,0,-10000,64,6
1,0,-60,-1,1,5,0,0,64,1
1,-1,100,0,0,0,0,-4000,64,2
1,0,60,1,0,0,120,0,65,12
0,0,-60,-1,1,-5,0,4000,65,14
0,0,60,0,-1,-5,80,4000,65,9
0,0,-40,-1,1,-5,0,-4000,65,13
0,1,0,-1,0,0,-200,0,65,15
1,1,100,0,1,0,-200,0,65,16
0,1,-60,0,-1,0,0,6000,65,10
1,1,0,1,-1,5,0,-6000,65,11
0,0,-60,-1,1,5,0,0,66,1
0,0,0,0,0,-5,-80,10000,66,4
1,0,0,0,1,5,0,-10000,66,6
0,-1,-40,0,0,5,0,0,66,3
0,-1,0,1,-1,0,0,-10000,66,7
1,0,40,1,0,0,80,10000,66,5
1,-1,100,0,0,0,0,-4000,66,2
0,-1,-100,0,-1,0,200,0,66,8
1,0,60,1,0,0,120,0,67,12
0,0,-40,-1,1,-5,0,-4000,67,13
1,0,-60,-1,1,-5,0,4000,67,14
1,1,100,0,1,0,-200,0,67,16
0,1,0,1,-1,5,0,-6000,67,11
0,0,60,0,-1,-5,80,4000,67,9
0,1,-60,0,-1,0,0,6000,67,10
0,1,0,-1,0,0,-200,0,67,15
1,0,0,0,0,-5,-80,10000,68,4
1,-1,100,0,0,0,0,-4000,68,2
0,-1,-100,0,-1,0,200,0,68,8
1,-1,-40,0,0,5,0,0,68,3
1,0,-60,-1,1,5,0,0,68,1
0,0,0,0,1,5,0,-10000,68,6
1,0,40,1,0,0,80,10000,68,5
0,-1,0,1,-1,0,0,-10000,68,7
1,0,60,1,0,0,120,0,69,12
0,0,-40,-1,1,-5,0,-4000,69,13
0,1,0,-1,0,0,-200,0,69,15
0,1,0,1,-1,5,0,-6000,69,11
1,1,-60,0,-1,0,0,6000,69,10
0,0,60,0,-1,-5,80,4000,69,9
1,1,100,0,1,0,-200,0,69,16
1,0,-60,-1,1,-5,0,4000,69,14
0,-1,-40,0,0,5,0,0,70,3
0,0,0,0,0,-5,-80,10000,70,4
1,0,0,0,1,5,0,-10000,70,6
1,0,40,1,0,0,80,10000,70,5
0,0,-60,-1,1,5,0,0,70,1
0,-1,-100,0,-1,0,200,0,70,8
1,-1,100,0,0,0,0,-4000,70,2
0,-1,0,1,-1,0,0,-10000,70,7
0,0,-40,-1,1,-5,0,-4000,71,13
1,1,100,0,1,0,-200,0,71,16
1,0,60,0,-1,-5,80,4000,71,9
0,1,0,-1,0,0,-200,0,71,15
1,0,-60,-1,1,-5,0,4000,71,14
0,1,-60,0,-1,0,0,6000,71,10
0,1,0,1,-1,5,0,-6000,71,11
1,0,60,1,0,0,120,0,71,12
0,-1,-100,0,-1,0,200,0,72,8
1,0,40,1,0,0,80,10000,72,5
0,-1,0,1,-1,0,0,-10000,72,7
1,-1,100,0,0,0,0,-4000,72,2
1,0,-60,-1,1,5,0,0,72,1
0,0,0,0,0,-5,-80,10000,72,4
1,0,0,0,1,5,0,-10000,72,6
1,-1,-40,0,0,5,0,0,72,3
0,-1,0,1,-1,0,0,-10000,73,7
0,0,0,0,0,-5,-80,10000,73,4
1,-1,-100,0,-1,0,200,0,73,8
1,0,-60,-1,1,5,0,0,73,1
1,-1,100,0,0,0,0,-4000,73,2
0,0,0,0,1,5,0,-10000,73,6
0,-1,-40,0,0,5,0,0,73,3
0,0,40,1,0,0,80,10000,73,5
1,1,100,0,1,0,-200,0,74,16
0,0,-40,-1,1,-5,0,-4000,74,13
0,1,-60,0,-1,0,0,6000,74,10
0,1,0,-1,0,0,-200,0,74,15
1,1,0,1,-1,5,0,-6000,74,11
0,0,-60,-1,1,-5,0,4000,74,14
1,0,60,1,0,0,120,0,74,12
1,0,60,0,-1,-5,80,4000,74,9
1,1,-60,0,-1,0,0,6000,75,10
1,1,0,-1,0,0,-200,0,75,15
0,0,-40,-1,1,-5,0,-4000,75,13
1,0,60,1,0,0,120,0,75,12
1,1,0,1,-1,5,0,-6000,75,11
1,0,-60,-1,1,-5,0,4000,75,14
1,1,100,0,1,0,-200,0,75,16
0,0,60,0,-1,-5,80,4000,75,9
1,-1,100,0,0,0,0,-4000,76,2
0,0,-60,-1,1,5,0,0,76,1
0,0,0,0,0,-5,-80,10000,76,4
1,0,40,1,0,0,80,10000,76,5
0,-1,0,1,-1,0,0,-10000,76,7
1,0,0,0,1,5,0,-10000,76,6
0,-1,-100,0,-1,0,200,0,76,8
0,-1,-40,0,0,5,0,0,76,3
1,1,100,0,1,0,-200,0,77,16
0,1,0,-1,0,0,-200,0,77,15
0,0,-40,-1,1,-5,0,-4000,77,13
0,0,-60,-1,1,-5,0,4000,77,14
1,0,60,1,0,0,120,0,77,12
1,1,0,1,-1,5,0,-6000,77,11
0,1,-60,0,-1,0,0,6000,77,10
0,0,60,0,-1,-5,80,4000,77,9
0,-1,-100,0,-1,0,200,0,78,8
1,0,40,1,0,0,80,10000,78,5
1,-1,100,0,0,0,0,-4000,78,2
0,-1,-40,0,0,5,0,0,78,3
1,0,0,0,0,-5,-80,10000,78,4
0,-1,0,1,-1,0,0,-10000,78,7
1,0,0,0,1,5,0,-10000,78,6
1,0,-60,-1,1,5,0,0,78,1
1,1,0,-1,0,0,-200,0,79,15
0,0,-60,-1,1,-5,0,4000,79,14
1,1,100,0,1,0,-200,0,79,16
1,1,0,1,-1,5,0,-6000,79,11
0,1,-60,0,-1,0,0,6000,79,10
1,0,60,1,0,0,120,0,79,12
0,0,60,0,-1,-5,80,4000,79,9
0,0,-40,-1,1,-5,0,-4000,79,13
1,0,0,0,1,5,0,-10000,80,6
0,-1,-100,0,-1,0,200,0,80,8
0,0,0,0,0,-5,-80,10000,80,4
0,0,-60,-1,1,5,0,0,80,1
0,-1,-40,0,0,5,0,0,80,3
1,-1,100,0,0,0,0,-4000,80,2
0,-1,0,1,-1,0,0,-10000,80,7
1,0,40,1,0,0,80,10000,80,5
0,0,-60,-1,1,-5,0,4000,81,14
0,1,-60,0,-1,0,0,6000,81,10
1,0,60,1,0,0,120,0,81,12
0,1,0,-1,0,0,-200,0,81,15
1,1,0,1,-1,5,0,-6000,81,11
1,1,100,0,1,0,-200,0,81,16
1,0,60,0,-1,-5,80,4000,81,9
0,0,-40,-1,1,-5,0,-4000,81,13
0,-1,-40,0,0,5,0,0,82,3
0,0,0,0,0,-5,-80,10000,82,4
1,0,-60,-1,1,5,0,0,82,1
1,0,0,0,1,5,0,-10000,82,6
0,-1,-100,0,-1,0,200,0,82,8
1,0,40,1,0,0,80,10000,82,5
0,-1,0,1,-1,0,0,-10000,82,7
1,-1,100,0,0,0,0,-4000,82,2
1,1,0,1,-1,5,0,-6000,83,11
0,1,-60,0,-1,0,0,6000,83,10
0,0,60,0,-1,-5,80,4000,83,9
1,1,100,0,1,0,-200,0,83,16
1,0,60,1,0,0,120,0,83,12
0,0,-60,-1,1,-5,0,4000,83,14
0,1,0,-1,0,0,-200,0,83,15
0,0,-40,-1,1,-5,0,-4000,83,13
1,0,0,0,1,5,0,-10000,84,6
0,-1,100,0,0,0,0,-4000,84,2
1,0,-60,-1,1,5,0,0,84,1
0,-1,-40,0,0,5,0,0,84,3
0,-1,-100,0,-1,0,200,0,84,8
1,0,40,1,0,0,80,10000,84,5
0,-1,0,1,-1,0,0,-10000,84,7
1,0,0,0,0,-5,-80,10000,84,4
0,-1,0,1,-1,0,0,-10000,85,7
0,0,-60,-1,1,5,0,0,85,1
1,-1,100,0,0,0,0,-4000,85,2
1,0,0,0,1,5,0,-10000,85,6
0,-1,-40,0,0,5,0,0,85,3
0,0,0,0,0,-5,-80,10000,85,4
1,0,40,1,0,0,80,10000,85,5
1,-1,-100,0,-1,0,200,0,85,8
1,1,-60,0,-1,0,0,6000,86,10
1,0,60,1,0,0,120,0,86,12
1,1,0,1,-1,5,0,-6000,86,11
0,0,-40,-1,1,-5,0,-4000,86,13
0,1,100,0,1,0,-200,0,86,16
1,0,60,0,-1,-5,80,4000,86,9
1,0,-60,-1,1,-5,0,4000,86,14
1,1,0,-1,0,0,-200,0,86,15
0,-1,100,0,0,0,0,-4000,87,2
1,0,0,0,1,5,0,-10000,87,6
1,-1,-40,0,0,5,0,0,87,3
1,0,40,1,0,0,80,10000,87,5
0,0,0,0,0,-5,-80,10000,87,4
0,-1,0,1,-1,0,0,-10000,87,7
0,-1,-100,0,-1,0,200,0,87,8
1,0,-60,-1,1,5,0,0,87,1
0,0,60,1,0,0,120,0,88,12
0,1,0,1,-1,5,0,-6000,88,11
1,1,100,0,1,0,-200,0,88,16
