Res_ID	sur_point	date	FDA	sex	age	m_activity	write_read	schooling	adult	child	crop_income	live_income	off_income	other_income	land_farm	land_graze	L_quality	CL_access	env_mgt	type_mgt1	labour_fam1	labour_hire1	wage1	other_exp1	type_mgt2	labour_fam2	labour_hire2	wage2	other_exp2	mgt_type3	labour_fam3	labour_hire3	wage3	other_exp3	mgt_type4	labour_fam4	labour_hire4	wage4	other_exp4	mgt_type5	labour_fam5	labour_hire5	wage5	other_exp5	mgt_type6	labour_fam6	labour_hire6	wage6	other_exp6	No_reason1	No_reason2	No_reason3	livestock	ox	ox_value	cow	cow_value	horse	horse_value	calve	calve_value	donkey	donk_value	sheep	sheep_value	goat	goat_value	camel	camel_value	chicken	chick_value	pig	pig_value	rabbit	rabbit_value	far_union	prod_org	MKEPP	agro_forest	other_env	fina_access	mkt_access	env_info	debit	land_area	year	harvest_right	reward	local_admin	free_labour	Rating	LandArea20precent	LandArea40percent	CommitPeriod15yrs	CommitPeriod30yrs	HarvestNotPermitted	HarvestPartial	RewardExtensionFee	RewardElectricity	RewardCash	LocalAdminFDAC	LocalAdminCFA	FreeLabour2dys	FreeLabour3dys
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"40%"	15	"not permitted"	"electricity"	"CFA"	1	1	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"10%"	5	"not permitted"	"electricity"	"WRUA"	3	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"10%"	30	"partial"	"extension"	"FDAC"	3	4	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"40%"	15	"permitted"	"cash"	"CFA"	1	2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"40%"	5	"not permitted"	"water"	"WRUA"	2	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"20%"	30	"permitted"	"extension"	"FDAC"	2	5	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"KA15"	11	14	"Kairuri"	2	30	10	1	22	2	2	17000	95000	24000	0	1.0	0.25	1.0	2	1	1	0	"2"	1000	0	6	14	0	0	0	1		"."																					1	0	0	1	50000	0	0	1	10000	0	0	0	0	0	0	0	0	2	400	0	0	0	0	1	1	2	1	1	1	2	2	1	"20%"	15	"partial"	"water"	"CFA"	1	5	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"10%"	5	"not permitted"	"electricity"	"CFA"	2	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"10%"	5	"partial "	"electricity"	"FDAC"	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"20%"	30	"not permitted"	"extension"	"CFA"	3	1	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"20%"	30	"permitted"	"cash"	"water"	1	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"40%"	15	"not permitted"	"extension"	"FDAC"	2	1	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"40%"	15	"partial"	"water"	"FDAC"	2	1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"20%"	15	"partial"	"water"	"FDAC"	1	1	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"40%"	30	"permitted"	"extension"	"WRUA"	3	2	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"KA19"	10	14	"Kairuri"	1	58	11	1	25	5	0	300000	43000	0	0	3.0	0.5	1.0	2	1	1	0	"12"	2400	2000	3	0	18	3000	0	6	0	"35"	7000	0																				1	0	0	2	120000	0	0	0	0	0	0	0	0	0	0	0	10	4000	0	0	0	0	1	1	2	1	2	1	1	2	1	"10%"	15	"permitted"	"cash"	"CFA"	3	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"20%"	30	"permitted"	"water"	"WRUA"	3	1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"20%"	30	"permitted"	"extension"	"WRUA"	2	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"10%"	15	"partial"	"cash"	"FDAC"	1	1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"40%"	5	"not permitted"	"cash"	"FDAC"	2	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"10%"	5	"permitted"	"water"	"CFA"	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"40%"	5	"partial"	"electricity"	"CFa"	1	1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"10%"	30	"not permitted"	"electricity"	"FDAC"	3	1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"40%"	15	"partial"	"extension"	"WRUA"	2	1	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
"KI49"	27	14	"Kiriari"	1	70	10	1	24	9	0	90000	0	0	0	1.0	2.0	1.0	2	2			"."										"."																					1	0	0	2	80000	0	0	2	40000	0	0	0	0	14	10000	0	0	5	600	0	0	8	1000	1	1	2	2	2	1	1	2	1	"20%"	15	"not permitted"	"electricity"	"CFA"	3	1	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"20%"	30	"permitted"	"electricity"	"CFA"	2	4	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"10%"	15	"partial"	"extension"	"FDAC"	2	4	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"20%"	5	"permitted"	"cash"	"FDAC"	3	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"20%"	5	"not permitted"	"electricity"	"WRUA"	3	1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"40%"	5	"partial"	"water"	"CFA"	2	1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"10%"	15	"partial"	"water"	"WRUA"	1	5	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"40%"	30	"not permitted"	"extension"	"CFA"	3	1	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"40%"	15	"permitted"	"water"	"WRUA"	1	2	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI47"	23	14	"Kiriari"	1	62	10	1	23	7	1	75000	0	0	0	2.0	0.75	1.0	2	1	1	30	"0"	0	0	4	20	0	0	0																								1	0	0	1	35000	0	0	0	0	0	0	0	0	1	10000	0	0	1	200	0	0	2	5000	1	1	2	2	2	1	1	1	1	"10%"	30	"not permitted"	"cash"	"FDAC"	1	1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"10%"	39	"not permitted"	"electricity"	"WRUA"	3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"20%"	5	"partial"	"cash"	"CFA"	2	1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"20%"	15	"partial"	"extension"	"FDAC"	1	1	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"40%"	15	"not permitted"	"extension"	"WRUA"	3	1	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"10%"	30	"permitted"	"extension"	"FDAC"	2	2	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"10%"	30	"permitted"	"csh"	"FDAC"	3	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"40%"	15	"partial"	"water"	"WRUA"	1	1	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"20%"	5	"permitted"	"water"	"CFA"	1	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"KI50"	25	14	"Kiriari"	1	51	10	1	23	5	0	24000	0	18000	0	2.5	0.5	1.0	2	1	1	30	"0"	0	0																													1	0	0	2	20000	0	0	0	0	0	0	0	0	1	1000	0	3	450	0	0	0	0	0	1	1	2	2	2	1	1	2	1	"40%"	5	"not permitted"	"electricity"	"CFA"	2	1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"40%"	15	"not permitted"	"extension"	"CFA"	1	1	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"20%"	30	"not permitted"	"cash"	"WRUA"	2	1	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"20%"	5	"permitted"	"extension"	"CFA"	1	4	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"40%"	15	"partial partial"	"electricity"	"FDAC"	3	1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"10%"	5	"permitted"	"extension"	"FDAC"	2	5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"10%"	5	"not permitted"	"water"	"WRUA"	3	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"10%"	30	"partial"	"water"	"FDAC"	3	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"20%"	30	"partial"	"electricity"	"CFA"	2	1	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
"KI48"	21	14	"Kiriari"	2	60	10	2	20	8	0	50000	0	3000	5000	2.75	0.25	1.0	2	1	1	0	"5"	500	200																													1	0	0	0	0	0	0	1	6000	0	0	1	1500	0	0	0	0	6	1800	0	0	0	0	1	1	2	2	1	1	2	2	1	"40%"	15	"permitted"	"cash"	"WRUA"	1	1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"40%"	30	"not permitted"	"water"	"FDAC"	3	2	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"20%"	15	"not permitted"	"extension"	"CFA"	2	4	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"10%"	15	"permitted"	"cash"	"FDAC"	2	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"30%"	30	"permitted"	"electricity"	"WRUA"	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"40%"	15	"permitted"	"cash"	"CFA"	1	4	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"20%"	30	"not permitted"	"water"	"WRUA"	1	3	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"KI51"	29	14	"Kiriair"	1	44	13	1	23	4	3	100000	0	273600	0	1.75	0.25	1.0	2	1	1	0	"3"	1000	300																													1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1200	1	1	1	1	2	1	1	2	1	"10%"	5	"partial"	"electricity"	"FDAC"	3	4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
