age	educ	income	fips_state	black	other	hisp	female	married	republican	democrat	unemployed	incomedk	partyvote	uerate	totalspend_voter_inf
45.0	3	4	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.067	0.93228686
74.0	2	1	41	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055	1.675575
76.0	2	1	25	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.062	0.5159567
60.0	2	2	24	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.051999997	2.6204891
65.0	2	2	6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.086	1.8933562
43.0	3	4	25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.062	0.5159567
48.0	4	3	41	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055	1.675575
56.0	3	3	41	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.055	1.675575
47.0	2	5	9	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.055	2.1913671
75.0	3	3	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
32.0	3	1	6	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0		0.086	1.8933562
76.0	2	3	25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.062	0.5159567
39.0	4	1	12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.067	0.93228686
32.0	3	2	5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.053000003	2.1367133
70.0	2	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.062	0.5992726
32.0	3	3	12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.067	0.93228686
56.0	4	3	31	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.025999999	1.5657843
29.0	3	4	12	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.067	0.93228686
55.0	4	3	56	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.05	2.4155893
47.0	4	4	56	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.05	2.4155893
56.0	2	3	25	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.062	0.5159567
30.0	2	4	19	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.038	1.9904006
63.0	2	3	13	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.051	1.7378783
63.0	3	1	12	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0		0.067	0.93228686
39.0	2	3	55	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.043	1.8028661
72.0	1	2	13	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.051	1.7378783
76.0	2	1	39	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.055999998	0.78267205
86.0	3	2	41	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055	1.675575
35.0	2	3	13	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.051	1.7378783
38.0	4	5	41	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.055	1.675575
63.0	3	3	56	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.05	2.4155893
82.0	2	1	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.062	0.5992726
43.0	3	4	26	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.062	0.5992726
22.0	3	3	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.062	0.5992726
46.0	2	3	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.062	0.5992726
31.0	4	3	26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.062	0.5992726
52.0	4	4	26	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		0.062	0.5992726
67.0	2	3	36	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.069	1.5020854
44.0	3	2	36	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.069	1.5020854
80.0	2	3	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
40.0	2	3	8	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.043	1.8057125
83.0	4	1	5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.053000003	2.1367133
77.0	4	2	5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.053000003	2.1367133
24.0	2	1	5	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.053000003	2.1367133
41.0	2	4	9	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.055	2.1913671
37.0	4	3	13	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.051	1.7378783
54.0	2	1	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.051	1.7378783
73.0	2	3	5	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.053000003	2.1367133
65.0	2	3	47	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.051	4.2147703
32.0	1	1	47	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.051	4.2147703
57.0	4	3	47	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.051	4.2147703
19.0	3	3	47	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0		0.051	4.2147703
39.0	2	2	47	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.051	4.2147703
29.0	3	4	33	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.047	0.725428
29.0	2	3	47	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		0.051	4.2147703
20.0	2	2	5	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.053000003	2.1367133
36.0	2	3	48	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0		0.066	2.3620524
67.0	2	1	12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.067	0.93228686
19.0	2	1	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.051	1.7378783
41.0	2	3	36	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.069	1.5020854
39.0	3	2	36	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.069	1.5020854
25.0	3	3	36	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.069	1.5020854
47.0	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.054	2.486834
82.0	1	3	48	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0		0.066	2.3620524
77.0	2	2	42	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.063	1.730206
42.0	2	2	36	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.069	1.5020854
49.0	2	1	13	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.051	1.7378783
30.0	3	1	27	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.040999997	1.2097833
25.0	2	2	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.062	0.5992726
68.0	2	2	27	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.040999997	1.2097833
63.0	3	3	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
38.0	3	4	33	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.047	0.725428
84.0	1	1	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.067	0.93228686
61.0	4	3	36	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0		0.069	1.5020854
77.0	2	3	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.067	0.93228686
18.0	2	3	6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0		0.086	1.8933562
54.0	3	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
28.0	3	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
44.0	4	3	12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.067	0.93228686
30.0	2	3	8	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.043	1.8057125
70.0	3	2	8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.043	1.8057125
25.0	2	1	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0		0.062	0.5992726
46.0	4	4	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
60.0	2	3	12	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.067	0.93228686
19.0	2	3	26	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0		0.062	0.5992726
22.0	2	1	26	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	0.5992726
33.0	3	3	12	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.067	0.93228686
73.0	2	2	31	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.025999999	1.5657843
74.0	2	3	31	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0		0.025999999	1.5657843
68.0	2	1	19	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.038	1.9904006
44.0	2	3	26	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.062	0.5992726
85.0	3	1	48	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.066	2.3620524
34.0	2	2	12	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0		0.067	0.93228686
70.0	2	1	42	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.063	1.730206
66.0	2	2	39	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.055999998	0.78267205
60.0	2	3	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.067	0.93228686
78.0	2	3	36	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.069	1.5020854
44.0	3	3	26	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.062	0.5992726
55.0	2	2	13	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.051	1.7378783
50.0	2	2	48	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.066	2.3620524
39.0	3	4	48	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.066	2.3620524
68.0	3	2	8	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.043	1.8057125
30.0	4	3	8	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.043	1.8057125
60.0	2	4	24	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.051999997	2.6204891
25.0	1	1	36	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.069	1.5020854
56.0	3	3	41	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.055	1.675575
75.0	2	3	41	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.055	1.675575
43.0	3	2	6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0		0.086	1.8933562
24.0	2	1	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.054	2.486834
23.0	2	1	24	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.051999997	2.6204891
44.0	4	4	24	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.051999997	2.6204891
58.0	2	3	24	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.051999997	2.6204891
24.0	3	5	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	0.5992726
74.0	2	3	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.055999998	0.78267205
70.0	2	3	48	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.066	2.3620524
54.0	3	3	27	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.040999997	1.2097833
18.0	2	1	27	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.040999997	1.2097833
19.0	2	2	26	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0		0.062	0.5992726
60.0	4	3	9	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.055	2.1913671
65.0	1	1	33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.047	0.725428
66.0		3	33	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.047	0.725428
45.0	4	4	31	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.025999999	1.5657843
31.0	2	1	6	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0		0.086	1.8933562
83.0	1	3	48	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0		0.066	2.3620524
48.0	2	4	48	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.066	2.3620524
34.0	4	3	6	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.086	1.8933562
33.0	3	3	31	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.025999999	1.5657843
64.0	3	3	24	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.051999997	2.6204891
45.0	4	3	26	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	0.5992726
24.0	2	2	39	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.055999998	0.78267205
19.0	3	4	39	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.055999998	0.78267205
66.0	2	3	39	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0		0.055999998	0.78267205
70.0	1	1	36	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.069	1.5020854
74.0	2	2	36	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.069	1.5020854
28.0	2	2	12	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.067	0.93228686
82.0	2	4	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.067	0.93228686
32.0	2	1	36	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0		0.069	1.5020854
19.0	2	1	36	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0		0.069	1.5020854
21.0	2	1	47	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		0.051	4.2147703
37.0	2	4	5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.053000003	2.1367133
33.0	3	4	47	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.051	4.2147703
36.0	2	3	5	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.053000003	2.1367133
29.0	2	3	5	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.053000003	2.1367133
68.0	2	3	5	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.053000003	2.1367133
51.0	2	3	47	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.051	4.2147703
26.0	2	3	47	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.051	4.2147703
32.0	4	2	47	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.051	4.2147703
24.0	4	1	47	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.051	4.2147703
60.0	1	1	47	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.051	4.2147703
36.0	4	4	36	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		0.069	1.5020854
69.0	2	2	42	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.063	1.730206
41.0	3	1	13	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.051	1.7378783
46.0	2	3	42	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.063	1.730206
60.0	2	3	42	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.063	1.730206
73.0	3	2	25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.062	0.5159567
71.0	3	4	39	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.055999998	0.78267205
73.0	1	3	36	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0		0.069	1.5020854
60.0	2	3	48	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.066	2.3620524
20.0		1	48	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.066	2.3620524
35.0	3	3	12	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0		0.067	0.93228686
40.0	3	1	48	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.066	2.3620524
38.0	4	3	42	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.063	1.730206
50.0		1	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0		0.053000003	2.1367133
78.0	4	3	48	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.066	2.3620524
31.0	2	1	5	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.053000003	2.1367133
68.0	4	4	48	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.066	2.3620524
73.0	4	4	48	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.066	2.3620524
36.0	3	4	20	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.049000002	2.4219377
47.0	4	5	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.086	1.8933562
28.0	4	4	39	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.055999998	0.78267205
32.0	2	3	36	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0		0.069	1.5020854
35.0	2	4	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.062	0.5992726
28.0	3	3	26	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0		0.062	0.5992726
77.0	2	3	12	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.067	0.93228686
78.0	2	3	36	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0		0.069	1.5020854
43.0	4	4	6	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.086	1.8933562
24.0	2	1	33	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.047	0.725428
28.0	4	3	48	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.066	2.3620524
41.0	4	4	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.069	1.5020854
22.0	2	3	12	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.067	0.93228686
33.0	3	3	55	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.043	1.8028661
19.0	2	4	6	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.086	1.8933562
24.0	3	1	6	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.086	1.8933562
67.0	2	3	13	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.051	1.7378783
37.0	2	4	13	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.051	1.7378783
26.0	3	5	33	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.047	0.725428
55.0	2	4	36	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.069	1.5020854
76.0	2	2	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.086	1.8933562
44.0	3	3	12	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.067	0.93228686
26.0	4	3	48	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.066	2.3620524
56.0	4	4	27	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.040999997	1.2097833
71.0	2	2	27	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.040999997	1.2097833
59.0	2	3	8	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0		0.043	1.8057125
36.0	4	4	24	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.051999997	2.6204891
72.0	3	1	4	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.061	1.9936767
57.0	2	2	4	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0		0.061	1.9936767
26.0	2	4	17	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0		0.058000002	1.6151052
43.0	4	4	6	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.086	1.8933562
67.0	2	2	27	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.040999997	1.2097833
81.0	3	1	12	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.067	0.93228686
18.0	2	2	36	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.069	1.5020854
45.0	3	2	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.069	1.5020854
78.0	3	3	42	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.063	1.730206
64.0	1	3	6	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.086	1.8933562
74.0	2	3	6	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.086	1.8933562
33.0	3	2	6	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
32.0	4	3	1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.054	2.486834
78.0	4	4	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.086	1.8933562
38.0	4	4	6	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.086	1.8933562
31.0		4	33	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.047	0.725428
57.0	3	3	27	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.040999997	1.2097833
50.0	2	4	12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.067	0.93228686
71.0	4	3	25	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.062	0.5159567
36.0	4	4	8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.043	1.8057125
68.0	2	1	31	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.025999999	1.5657843
65.0	2	3	27	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.040999997	1.2097833
25.0	4	3	17	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.058000002	1.6151052
72.0	2	3	17	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.058000002	1.6151052
52.0	4	2	17	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.058000002	1.6151052
81.0	3	4	6	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		0.086	1.8933562
43.0	2	1	26	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.062	0.5992726
44.0	3	4	55	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		0.043	1.8028661
26.0	2	4	8	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		0.043	1.8057125
29.0	4	4	8	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.043	1.8057125
45.0	3	4	8	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.043	1.8057125
62.0	2	1	26	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.062	0.5992726
34.0	3	4	36	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0		0.069	1.5020854
41.0	4	1	41	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.055	1.675575
53.0	3	1	41	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0		0.055	1.675575
75.0	2	2	55	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.043	1.8028661
40.0	3	1	26	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.062	0.5992726
27.0	2	2	26	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		0.062	0.5992726
42.0	4	3	13	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0		0.051	1.7378783
43.0	3	4	27	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.040999997	1.2097833
26.0	4	4	27	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.040999997	1.2097833
35.0	2	3	13	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.051	1.7378783
68.0	2	1	12	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0		0.067	0.93228686
65.0	1	2	17	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0		0.058000002	1.6151052
